Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.198203	Rtr19	0	14	FullDelay	0.0728459	72845.9	1	5
0.198539	Src1	0	11	LastDelay	0.108331	108331	1	6
0.198539	Src1	0	11	FullDelay	0.108331	108331	1	6
0.199303	Rtr13	0	15	LastDelay	0.0802956	80295.6	1	5
0.199303	Rtr13	0	15	FullDelay	0.0802956	80295.6	1	5
0.199303	Src3	0	15	LastDelay	0.0461884	46188.4	1	5
0.199303	Src3	0	15	FullDelay	0.0461884	46188.4	1	5
0.199303	Src4	0	15	LastDelay	0.0938017	93801.7	1	5
0.199303	Src4	0	15	FullDelay	0.0938017	93801.7	1	5
0.199303	Rtr19	0	15	LastDelay	0.0539521	53952.1	1	5
0.199303	Rtr19	0	15	FullDelay	0.0539521	53952.1	1	5
0.202033	Rtr3	0	12	LastDelay	0.0800353	80035.3	1	4
0.202033	Rtr3	0	12	FullDelay	0.0800353	80035.3	1	4
0.202548	Rtr1	0	12	LastDelay	0.0800353	80035.3	1	5
0.202548	Rtr1	0	12	FullDelay	0.0800353	80035.3	1	5
0.203597	Src1	0	13	LastDelay	0.0867845	86784.5	1	6
0.203597	Src1	0	13	FullDelay	0.0867845	86784.5	1	6
0.203837	Rtr11	0	18	LastDelay	0.0400018	40001.8	1	2
0.203837	Rtr11	0	18	FullDelay	0.0400018	40001.8	1	2
0.205108	Src2	0	13	LastDelay	0.030873	30873	1	3
0.205108	Src2	0	13	FullDelay	0.030873	30873	1	3
0.205973	Rtr1	0	13	LastDelay	0.0800353	80035.3	1	5
0.205973	Rtr1	0	13	FullDelay	0.0800353	80035.3	1	5
0.207926	Rtr17	0	12	LastDelay	0.1265	126500	1	7
0.207926	Rtr17	0	12	FullDelay	0.1265	126500	1	7
0.208212	Src1	0	14	LastDelay	0.0856404	85640.4	1	6
0.208212	Src1	0	14	FullDelay	0.0856404	85640.4	1	6
0.208548	Rtr17	0	11	LastDelay	0.131469	131469	1	7
0.208548	Rtr17	0	11	FullDelay	0.131469	131469	1	7
0.209312	Src1	0	15	LastDelay	0.0689279	68927.9	1	6
0.209312	Src1	0	15	FullDelay	0.0689279	68927.9	1	6
0.213606	Rtr17	0	13	LastDelay	0.120868	120868	1	7
0.213606	Rtr17	0	13	FullDelay	0.120868	120868	1	7
0.213836	Rtr11	0	19	LastDelay	0.0400018	40001.8	1	2
0.213836	Rtr11	0	19	FullDelay	0.0400018	40001.8	1	2
0.215116	Rtr3	0	13	LastDelay	0.0800353	80035.3	1	4
0.215116	Rtr3	0	13	FullDelay	0.0800353	80035.3	1	4
0.21822	Rtr17	0	14	LastDelay	0.108886	108886	1	7
0.21822	Rtr17	0	14	FullDelay	0.108886	108886	1	7
0.21932	Rtr17	0	15	LastDelay	0.0913562	91356.2	1	7
0.21932	Rtr17	0	15	FullDelay	0.0913562	91356.2	1	7
0.219374	Rtr1	0	14	LastDelay	0.0800353	80035.3	1	5
0.219374	Rtr1	0	14	FullDelay	0.0800353	80035.3	1	5
0.220108	Src2	0	14	LastDelay	0.0456442	45644.2	1	3
0.220108	Src2	0	14	FullDelay	0.0456442	45644.2	1	3
0.222467	Rtr1	0	15	LastDelay	0.0800353	80035.3	1	5
0.222467	Rtr1	0	15	FullDelay	0.0800353	80035.3	1	5
0.224376	Rtr13	0	16	LastDelay	0.0964894	96489.4	1	5
0.224376	Rtr13	0	16	FullDelay	0.0964894	96489.4	1	5
0.224376	Src3	0	16	LastDelay	0.0687197	68719.7	1	5
0.224376	Src3	0	16	FullDelay	0.0687197	68719.7	1	5
0.224376	Src4	0	16	LastDelay	0.10002	100020	1	5
0.224376	Src4	0	16	FullDelay	0.10002	100020	1	5
0.224376	Rtr19	0	16	LastDelay	0.0664585	66458.5	1	5
0.224376	Rtr19	0	16	FullDelay	0.0664585	66458.5	1	5
0.225443	Rtr13	0	17	LastDelay	0.0918435	91843.5	1	5
0.225443	Rtr13	0	17	FullDelay	0.0918435	91843.5	1	5
0.225443	Src3	0	17	LastDelay	0.0580208	58020.8	1	5
0.225443	Src3	0	17	FullDelay	0.0580208	58020.8	1	5
0.225443	Src4	0	17	LastDelay	0.10002	100020	1	5
0.225443	Src4	0	17	FullDelay	0.10002	100020	1	5
0.225443	Rtr19	0	17	LastDelay	0.065709	65709	1	5
0.225443	Rtr19	0	17	FullDelay	0.065709	65709	1	5
0.22595	Rtr11	0	20	LastDelay	0.0400018	40001.8	1	2
0.22595	Rtr11	0	20	FullDelay	0.0400018	40001.8	1	2
0.230117	Rtr3	0	14	LastDelay	0.0800353	80035.3	1	4
0.230117	Rtr3	0	14	FullDelay	0.0800353	80035.3	1	4
0.231084	Rtr1	0	16	LastDelay	0.0800353	80035.3	1	5
0.231084	Rtr1	0	16	FullDelay	0.0800353	80035.3	1	5
0.232599	Src2	0	15	LastDelay	0.051582	51582	1	3
0.232599	Src2	0	15	FullDelay	0.051582	51582	1	3
0.234385	Src1	0	16	LastDelay	0.081645	81645	1	6
0.234385	Src1	0	16	FullDelay	0.081645	81645	1	6
0.235451	Src1	0	17	LastDelay	0.0693072	69307.2	1	6
0.235451	Src1	0	17	FullDelay	0.0693072	69307.2	1	6
0.236769	Rtr11	0	21	LastDelay	0.0400018	40001.8	1	2
0.236769	Rtr11	0	21	FullDelay	0.0400018	40001.8	1	2
0.240295	Src2	0	16	LastDelay	0.0415958	41595.8	1	3
0.240295	Src2	0	16	FullDelay	0.0415958	41595.8	1	3
0.242607	Rtr3	0	15	LastDelay	0.0800353	80035.3	1	4
0.242607	Rtr3	0	15	FullDelay	0.0800353	80035.3	1	4
0.24413	Rtr11	0	0	LastDelay	0.0400018	40001.8	1	2
0.24413	Rtr11	0	0	FullDelay	0.24413	244130	2	2
0.244393	Rtr17	0	16	LastDelay	0.106753	106753	1	7
0.244393	Rtr17	0	16	FullDelay	0.106753	106753	1	7
0.244561	Rtr13	0	18	LastDelay	0.0911595	91159.5	1	5
0.244561	Rtr13	0	18	FullDelay	0.0911595	91159.5	1	5
0.244561	Src3	0	18	LastDelay	0.0764449	76444.9	1	5
0.244561	Src3	0	18	FullDelay	0.0764449	76444.9	1	5
0.244561	Src4	0	18	LastDelay	0.10002	100020	1	5
0.244561	Src4	0	18	FullDelay	0.10002	100020	1	5
0.244561	Rtr19	0	18	LastDelay	0.0685701	68570.1	1	5
0.244561	Rtr19	0	18	FullDelay	0.0685701	68570.1	1	5
0.24546	Rtr17	0	17	LastDelay	0.0897654	89765.4	1	7
0.24546	Rtr17	0	17	FullDelay	0.0897654	89765.4	1	7
0.24604	Src2	0	17	LastDelay	0.0250367	25036.7	1	3
0.24604	Src2	0	17	FullDelay	0.0250367	25036.7	1	3
0.247493	Src2	0	18	LastDelay	0.0245348	24534.8	1	3
0.247493	Src2	0	18	FullDelay	0.0245348	24534.8	1	3
0.250303	Rtr3	0	16	LastDelay	0.0800353	80035.3	1	4
0.250303	Rtr3	0	16	FullDelay	0.0800353	80035.3	1	4
0.250648	Rtr1	0	17	LastDelay	0.0800353	80035.3	1	5
0.250648	Rtr1	0	17	FullDelay	0.0800353	80035.3	1	5
0.25249	Rtr13	0	19	LastDelay	0.0800194	80019.4	1	5
0.25249	Rtr13	0	19	FullDelay	0.0800194	80019.4	1	5
0.25249	Src3	0	19	LastDelay	0.072835	72835	1	5
0.25249	Src3	0	19	FullDelay	0.072835	72835	1	5
0.25249	Src4	0	19	LastDelay	0.0942617	94261.7	1	5
0.25249	Src4	0	19	FullDelay	0.0942617	94261.7	1	5
0.25249	Rtr19	0	19	LastDelay	0.0721084	72108.4	1	5
0.25249	Rtr19	0	19	FullDelay	0.0721084	72108.4	1	5
0.25457	Src1	0	18	LastDelay	0.0860936	86093.6	1	6
0.25457	Src1	0	18	FullDelay	0.0860936	86093.6	1	6
0.255968	Rtr13	0	20	LastDelay	0.082273	82273	1	5
