Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.087931	Src4	0	46	LastDelay	0.0419892	41989.2	1	2
0.087931	Src4	0	46	FullDelay	0.0419892	41989.2	1	2
0.0879461	Src2	0	26	LastDelay	0.0626496	62649.6	1	3
0.0879461	Src2	0	26	FullDelay	0.0626496	62649.6	1	3
0.088667	Src5	0	48	LastDelay	0.0418484	41848.4	1	2
0.088667	Src5	0	48	FullDelay	0.0418484	41848.4	1	2
0.0886799	Src3	0	52	LastDelay	0.0435842	43584.2	1	2
0.0886799	Src3	0	52	FullDelay	0.0435842	43584.2	1	2
0.0887878	Src4	0	47	LastDelay	0.0426678	42667.8	1	2
0.0887878	Src4	0	47	FullDelay	0.0426678	42667.8	1	2
0.0888013	Src2	0	27	LastDelay	0.0631103	63110.3	1	3
0.0888013	Src2	0	27	FullDelay	0.0631103	63110.3	1	3
0.0895238	Src5	0	49	LastDelay	0.0425173	42517.3	1	2
0.0895238	Src5	0	49	FullDelay	0.0425173	42517.3	1	2
0.0895367	Src3	0	53	LastDelay	0.0437312	43731.2	1	2
0.0895367	Src3	0	53	FullDelay	0.0437312	43731.2	1	2
0.0896446	Src4	0	48	LastDelay	0.0422253	42225.3	1	2
0.0896446	Src4	0	48	FullDelay	0.0422253	42225.3	1	2
0.0896565	Src2	0	28	LastDelay	0.0634181	63418.1	1	3
0.0896565	Src2	0	28	FullDelay	0.0634181	63418.1	1	3
0.0903806	Src5	0	50	LastDelay	0.0427014	42701.4	1	2
0.0903806	Src5	0	50	FullDelay	0.0427014	42701.4	1	2
0.0903935	Src3	0	54	LastDelay	0.0428486	42848.6	1	2
0.0903935	Src3	0	54	FullDelay	0.0428486	42848.6	1	2
0.0905014	Src4	0	49	LastDelay	0.0428868	42886.8	1	2
0.0905014	Src4	0	49	FullDelay	0.0428868	42886.8	1	2
0.0906737	Src2	0	29	LastDelay	0.0626496	62649.6	1	3
0.0906737	Src2	0	29	FullDelay	0.0626496	62649.6	1	3
0.0912374	Src5	0	51	LastDelay	0.0427388	42738.8	1	2
0.0912374	Src5	0	51	FullDelay	0.0427388	42738.8	1	2
0.0912503	Src3	0	55	LastDelay	0.0431331	43133.1	1	2
0.0912503	Src3	0	55	FullDelay	0.0431331	43133.1	1	2
0.0913582	Src4	0	50	LastDelay	0.0435041	43504.1	1	2
0.0913582	Src4	0	50	FullDelay	0.0435041	43504.1	1	2
0.0919019	Src2	0	30	LastDelay	0.0626496	62649.6	1	3
0.0919019	Src2	0	30	FullDelay	0.0626496	62649.6	1	3
0.0920942	Src5	0	52	LastDelay	0.0428714	42871.4	1	2
0.0920942	Src5	0	52	FullDelay	0.0428714	42871.4	1	2
0.0921071	Src3	0	56	LastDelay	0.0428107	42810.7	1	2
0.0921071	Src3	0	56	FullDelay	0.0428107	42810.7	1	2
0.092215	Src4	0	51	LastDelay	0.0430924	43092.4	1	2
0.092215	Src4	0	51	FullDelay	0.0430924	43092.4	1	2
0.092951	Src5	0	53	LastDelay	0.0420734	42073.4	1	2
0.092951	Src5	0	53	FullDelay	0.0420734	42073.4	1	2
0.0929639	Src3	0	57	LastDelay	0.0434686	43468.6	1	2
0.0929639	Src3	0	57	FullDelay	0.0434686	43468.6	1	2
0.0930718	Src4	0	52	LastDelay	0.0427848	42784.8	1	2
0.0930718	Src4	0	52	FullDelay	0.0427848	42784.8	1	2
0.0931642	Src2	0	31	LastDelay	0.0626496	62649.6	1	3
0.0931642	Src2	0	31	FullDelay	0.0626496	62649.6	1	3
0.0938207	Src3	0	58	LastDelay	0.0438317	43831.7	1	2
0.0938207	Src3	0	58	FullDelay	0.0438317	43831.7	1	2
